C0036095		1462
C0036095		1612
C0036095		182
C0036095		2011
C0036095		2019
C0036095		2175
C0036095		2195
C0036095		23209
C0036095		23543
C0036095		23619
C0036095		259266
C0036095		2620
C0036095		2621
C0036095		27344
C0036095		2982
C0036095		3485
C0036095		358
C0036095		3691
C0036095		3852
C0036095		3866
C0036095		4082
C0036095		50805
C0036095		51477
C0036095		51514
C0036095		51659
C0036095		5174
C0036095		5176
C0036095		53335
C0036095		54441
C0036095		54531
C0036095		5587
C0036095		57419
C0036095		5834
C0036095		595
C0036095		6484
C0036095		6651
C0036095		6659
C0036095		6664
C0036095		7153
C0036095		80303
C0036095		81029
C0036095		81831
C0036095		9454
C0036095		9700
C0036095		999
C0033941		135
C0033941		1636
C0033941		207
C0033941		2099
C0033941		2912
C0033941		2950
C0033941		3350
C0033941		3362
C0033941		4886
C0033941		4988
C0033941		5245
C0033941		6531
C0033941		6622
C0033941		6648
C0033941		816
C0033941		8787
C0033941		9463
C0043459		3295
C0043459		5189
C0043459		5190
C0043459		5192
C0043459		5193
C0043459		5194
C0043459		5195
C0043459		55670
C0043459		5824
C0043459		5825
C0043459		5828
C0043459		5830
C0043459		8504
C0043459		8799
C0043459		9409
C0033860		100271719
C0033860		10318
C0033860		10498
C0033860		10547
C0033860		10758
C0033860		10866
C0033860		117289
C0033860		125893
C0033860		1356
C0033860		1401
C0033860		140454
C0033860		1437
C0033860		149233
C0033860		163702
C0033860		23586
C0033860		2524
C0033860		2706
C0033860		285626
C0033860		29785
C0033860		3107
C0033860		338442
C0033860		348
C0033860		353143
C0033860		353144
C0033860		3553
C0033860		3565
C0033860		3569
C0033860		3593
C0033860		3596
C0033860		359825
C0033860		400957
C0033860		4288
C0033860		4792
C0033860		4843
C0033860		503613
C0033860		5111
C0033860		51561
C0033860		51752
C0033860		5271
C0033860		54620
C0033860		5468
C0033860		55350
C0033860		55770
C0033860		55905
C0033860		57178
C0033860		5966
C0033860		5972
C0033860		5980
C0033860		6278
C0033860		63869
C0033860		63870
C0033860		64135
C0033860		643749
C0033860		64478
C0033860		65245
C0033860		6648
C0033860		6773
C0033860		6774
C0033860		7039
C0033860		7124
C0033860		7128
C0033860		7157
C0033860		7297
C0033860		7422
C0033860		7889
C0033860		79092
C0033860		81890
C0033860		831
C0033860		84648
C0033860		847
C0033860		85463
C0033860		864
C0033860		8651
C0033860		8875
C0033860		8876
C0033860		90134
C0033860		9232
C0033860		9692
C0033860		9825
C0033860		9844
C0027726		1277
C0027726		1282
C0027726		1284
C0027726		2
C0027726		213
C0027726		2152
C0027726		2247
C0027726		2262
C0027726		2981
C0027726		3123
C0027726		3291
C0027726		3558
C0027726		462
C0027726		4690
C0027726		5054
C0027726		6648
C0027726		7018
C0027726		7040
C0027726		7827
C0027726		8440
C0027726		914
C0338480		221692
C0338480		23063
C0338480		23245
C0338480		338342
C0338480		4035
C0338480		4209
C0338480		6863
C0338480		79054
C0338480		796
C0338480		79783
C0338480		9457
C0338480		9910
C0026636		10036
C0026636		2189
C0026636		2937
C0026636		3301
C0026636		51182
C0026636		54541
C0026636		56603
C0026636		5743
C0026636		6283
C0026636		672
C0026636		8208
C0026636		9518
C1838979		126328
C1838979		137682
C1838979		25915
C1838979		29078
C1838979		374291
C1838979		4535
C1838979		4536
C1838979		4537
C1838979		4538
C1838979		4540
C1838979		4541
C1838979		4570
C1838979		4694
C1838979		4709
C1838979		4715
C1838979		4719
C1838979		4720
C1838979		4722
C1838979		4723
C1838979		4724
C1838979		4726
C1838979		4728
C1838979		4729
C1838979		51103
C1838979		55572
C1838979		79133
C1838979		80224
C1838979		91942
C0236969		1012
C0236969		10160
C0236969		10207
C0236969		10257
C0236969		105
C0236969		1080
C0236969		11278
C0236969		1129
C0236969		1138
C0236969		114134
C0236969		114786
C0236969		114788
C0236969		121601
C0236969		1268
C0236969		140683
C0236969		140733
C0236969		143098
C0236969		143379
C0236969		143458
C0236969		143503
C0236969		147685
C0236969		1565
C0236969		1653
C0236969		167465
C0236969		1769
C0236969		1793
C0236969		1813
C0236969		1826
C0236969		1962
C0236969		2120
C0236969		2166
C0236969		2272
C0236969		22925
C0236969		22998
C0236969		23034
C0236969		23214
C0236969		23307
C0236969		23345
C0236969		253782
C0236969		25807
C0236969		259217
C0236969		26230
C0236969		27146
C0236969		2893
C0236969		2898
C0236969		29119
C0236969		29126
C0236969		2915
C0236969		2917
C0236969		29922
C0236969		344805
C0236969		3643
C0236969		3899
C0236969		3983
C0236969		401207
C0236969		4482
C0236969		4646
C0236969		481
C0236969		4852
C0236969		4897
C0236969		4985
C0236969		5087
C0236969		51082
C0236969		51151
C0236969		5137
C0236969		51660
C0236969		5366
C0236969		54927
C0236969		55198
C0236969		55297
C0236969		55690
C0236969		55691
C0236969		55717
C0236969		55742
C0236969		5581
C0236969		5583
C0236969		55930
C0236969		57451
C0236969		5768
C0236969		57733
C0236969		5890
C0236969		64131
C0236969		64478
C0236969		64866
C0236969		65217
C0236969		6532
C0236969		6555
C0236969		6581
C0236969		7260
C0236969		79632
C0236969		79750
C0236969		79809
C0236969		79875
C0236969		80031
C0236969		80034
C0236969		80095
C0236969		80206
C0236969		8048
C0236969		81035
C0236969		83938
C0236969		8412
C0236969		84247
C0236969		84668
C0236969		84871
C0236969		8569
C0236969		9128
C0236969		91752
C0236969		9271
C0236969		93664
C0236969		9369
C0236969		9465
C0236969		9547
C0236969		9557
C0236969		9748
C0002878		2056
C0002878		2539
C0002878		2729
C0002878		2821
C0002878		2936
C0002878		3043
C0002878		3162
C0002878		3440
C0002878		3704
C0002878		6521
C0002878		6710
C0002878		7167
C0003873		100506023
C0003873		10057
C0003873		10125
C0003873		101927437
C0003873		1021
C0003873		10257
C0003873		10274
C0003873		10586
C0003873		10628
C0003873		10665
C0003873		10666
C0003873		10678
C0003873		10745
C0003873		10956
C0003873		11102
C0003873		11170
C0003873		117289
C0003873		122618
C0003873		1235
C0003873		1244
C0003873		130540
C0003873		135
C0003873		1356
C0003873		1401
C0003873		1404
C0003873		1437
C0003873		1490
C0003873		1493
C0003873		150577
C0003873		1509
C0003873		151056
C0003873		156
C0003873		160364
C0003873		1656
C0003873		1687
C0003873		171425
C0003873		1719
C0003873		176
C0003873		177
C0003873		1776
C0003873		1803
C0003873		1827
C0003873		196
C0003873		200734
C0003873		2023
C0003873		2147
C0003873		219790
C0003873		2212
C0003873		221895
C0003873		22806
C0003873		2289
C0003873		23228
C0003873		23534
C0003873		2356
C0003873		23569
C0003873		23643
C0003873		23766
C0003873		240
C0003873		26147
C0003873		2618
C0003873		26191
C0003873		2625
C0003873		2638
C0003873		285704
C0003873		2870
C0003873		2920
C0003873		2974
C0003873		3059
C0003873		306
C0003873		3115
C0003873		3118
